edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
74,Premium,26128.19,1,6,1,0,0,1.6,38.07,Alto,Costa,0
28,Estándar,18381.97,3,8,1,1,0,2.3,46.76,Medio,Sierra,1
53,Preferente,13898.39,4,8,1,1,1,2.2,28.36,Medio,Costa,0
48,Premium,20777.62,2,6,1,1,1,4.5,22.77,Alto,Sierra,0
63,Preferente,7791.26,4,6,1,0,1,2.2,39.95,Bajo,Sierra,0
48,Preferente,18171.86,4,2,0,1,0,4.3,52.54,Bajo,Selva,0
49,Estándar,30666.45,2,6,1,0,0,2.5,42.9,Medio,Costa,0
45,Preferente,41676.62,2,6,0,0,0,2.4,45.36,Bajo,Selva,0
31,Estándar,12408.0,3,8,0,0,1,4.0,32.99,Medio,Sierra,0
71,Estándar,16094.06,1,3,0,0,1,1.5,44.21,Alto,Sierra,0
28,Premium,61476.11,3,7,1,1,0,2.0,43.44,Bajo,Costa,1
32,Estándar,19408.68,2,5,1,1,0,2.8,38.94,Bajo,Selva,0
25,Preferente,0.0,4,4,1,1,0,3.6,28.56,Medio,Costa,0
54,Estándar,33132.09,4,10,0,1,1,3.3,34.66,Alto,Costa,0
22,Estándar,18752.72,5,11,0,1,0,1.7,37.63,Alto,Costa,0
59,Preferente,37100.09,3,7,1,1,1,4.0,31.66,Bajo,Costa,0
24,Estándar,22742.89,5,7,1,1,0,1.0,38.71,Bajo,Selva,0
68,Premium,28693.08,4,8,0,1,2,2.1,26.91,Medio,Selva,1
20,Estándar,27838.14,5,8,1,0,1,1.7,33.02,Muy Alto,Selva,0
69,Preferente,39070.01,3,8,1,0,1,3.2,36.12,Bajo,Costa,0
73,Preferente,29372.87,4,9,1,1,0,1.8,34.06,Muy Alto,Costa,1
57,Estándar,0.0,3,6,1,1,0,3.9,18.46,Bajo,Sierra,0
47,Preferente,2313.86,1,6,1,0,0,2.9,40.45,Medio,Sierra,0
67,Preferente,36732.49,4,2,1,1,0,3.7,36.84,Medio,Sierra,0
37,Estándar,13519.01,4,3,1,1,0,3.6,27.14,Muy Alto,Costa,0
34,Estándar,34964.0,2,8,0,1,0,4.4,44.3,Alto,Costa,0
48,Estándar,0.0,4,9,1,1,1,2.5,26.85,Alto,Costa,0
61,Estándar,0.0,3,5,0,1,3,3.6,31.14,Medio,Sierra,0
73,Preferente,16821.97,5,9,0,0,0,2.0,32.36,Medio,Selva,0
54,Estándar,33380.58,2,8,0,0,0,2.9,39.17,Medio,Costa,0
70,Preferente,0.0,5,10,1,1,1,2.1,42.38,Bajo,Selva,1
44,Premium,29929.83,1,10,1,0,0,4.2,29.84,Alto,Selva,0
63,Estándar,27709.0,3,9,0,1,0,3.0,16.33,Bajo,Costa,1
67,Premium,0.0,2,5,0,1,0,3.2,28.72,Alto,Selva,0
23,Preferente,27414.17,1,2,1,1,1,2.7,42.43,Medio,Costa,0
58,Estándar,1381.17,1,6,1,1,2,1.7,30.46,Alto,Costa,0
29,Premium,8543.91,2,5,1,1,0,4.2,40.29,Alto,Costa,0
30,Estándar,10007.53,2,8,1,1,2,2.1,22.71,Medio,Selva,0
26,Estándar,23020.03,2,9,0,0,0,3.0,35.21,Muy Alto,Costa,0
73,Estándar,0.0,5,4,0,0,0,2.2,26.21,Alto,Sierra,0
56,Estándar,24543.98,4,3,1,1,0,1.4,13.75,Alto,Costa,0
59,Estándar,28379.13,2,6,0,1,1,4.1,20.82,Alto,Costa,1
25,Estándar,11288.42,3,9,0,1,1,4.2,25.78,Bajo,Sierra,0
24,Premium,5790.9,5,7,1,0,1,3.9,39.08,Alto,Costa,0
20,Estándar,45104.79,4,4,1,1,0,3.4,47.55,Medio,Sierra,1
46,Estándar,0.0,5,6,1,0,2,2.9,24.69,Medio,Sierra,0
63,Estándar,4833.51,1,4,1,0,0,1.5,26.85,Bajo,Sierra,0
47,Estándar,9899.24,1,4,0,0,0,3.0,25.61,Medio,Selva,0
35,Estándar,16682.66,1,10,0,1,0,4.5,49.77,Medio,Costa,0
26,Premium,11660.89,1,10,1,1,0,3.3,20.72,Medio,Sierra,0
69,Estándar,39900.42,5,6,0,0,1,3.9,29.4,Medio,Costa,0
68,Estándar,0.0,3,5,1,0,0,4.9,39.26,Bajo,Costa,1
71,Estándar,36974.19,2,6,0,1,2,3.2,44.07,Alto,Selva,0
43,Estándar,43236.36,4,4,1,1,2,4.8,35.26,Bajo,Selva,0
51,Estándar,12515.66,4,2,0,1,0,2.8,39.94,Muy Alto,Costa,0
73,Preferente,42722.44,4,6,1,1,0,4.9,24.75,Bajo,Sierra,0
42,Premium,23243.87,2,7,1,0,0,4.8,34.48,Bajo,Costa,0
72,Preferente,31454.65,5,6,1,1,2,3.6,27.64,Bajo,Sierra,0
66,Estándar,25706.69,2,6,1,1,0,4.9,33.53,Alto,Sierra,0
69,Preferente,663.82,1,4,0,0,0,1.4,34.89,Medio,Sierra,1
39,Estándar,14657.32,4,5,1,0,0,1.1,38.36,Medio,Sierra,0
25,Preferente,26145.11,3,3,1,1,0,2.1,44.11,Medio,Costa,0
27,Estándar,19793.61,2,5,1,1,0,3.5,33.99,Bajo,Sierra,0
24,Estándar,0.0,3,6,1,1,0,2.5,45.95,Medio,Sierra,0
61,Estándar,0.0,5,5,0,1,2,3.1,42.46,Bajo,Costa,0
44,Estándar,16796.8,3,7,1,1,0,1.3,35.83,Alto,Selva,1
29,Preferente,27402.77,4,4,0,0,0,1.4,46.38,Medio,Costa,0
53,Estándar,40403.01,3,5,1,0,1,3.2,38.78,Bajo,Sierra,0
32,Estándar,34080.54,1,3,1,1,1,4.9,39.3,Bajo,Selva,0
18,Estándar,28419.9,3,6,1,0,1,4.5,23.66,Medio,Selva,0
34,Premium,31121.14,5,3,1,1,1,4.7,29.33,Medio,Selva,0
19,Preferente,0.0,5,7,1,0,1,1.4,36.23,Bajo,Sierra,0
73,Estándar,0.0,5,1,0,1,0,2.6,42.55,Medio,Costa,0
23,Preferente,14564.76,3,6,0,1,0,3.3,19.45,Muy Alto,Costa,0
66,Preferente,0.0,1,3,1,0,1,3.7,37.05,Bajo,Selva,0
40,Estándar,26948.93,5,7,1,1,1,2.9,38.76,Alto,Selva,0
27,Estándar,19845.43,3,5,1,1,0,3.6,38.69,Bajo,Costa,0
65,Estándar,16647.52,1,12,1,1,0,3.3,50.14,Medio,Costa,0
29,Estándar,24429.31,5,5,1,1,0,5.0,30.78,Bajo,Sierra,0
49,Estándar,32601.56,3,2,1,0,0,3.4,39.28,Bajo,Costa,0
57,Estándar,19507.41,5,5,1,0,0,2.4,41.48,Medio,Selva,1
40,Preferente,15013.85,3,5,1,1,1,1.0,38.99,Medio,Sierra,1
72,Preferente,13412.85,3,5,1,0,3,2.1,49.91,Medio,Selva,1
32,Estándar,42836.44,5,4,1,1,0,4.4,25.88,Bajo,Costa,0
46,Estándar,7814.82,2,6,1,1,1,2.8,36.27,Medio,Sierra,0
26,Preferente,24489.35,2,5,0,1,1,4.7,32.67,Medio,Selva,0
27,Preferente,50603.36,4,8,0,1,0,3.3,29.83,Muy Alto,Sierra,0
54,Premium,0.0,1,7,0,0,1,4.3,19.44,Medio,Selva,0
38,Premium,11290.79,3,3,1,1,2,2.3,29.06,Bajo,Costa,1
58,Estándar,32161.42,5,3,1,0,0,1.7,47.66,Medio,Sierra,0
48,Estándar,15128.28,5,3,1,1,0,2.8,32.21,Medio,Sierra,0
41,Premium,35454.02,3,5,1,0,1,3.7,37.81,Medio,Sierra,0
42,Estándar,19839.69,3,6,0,0,0,4.1,45.94,Alto,Costa,0
56,Estándar,9621.38,1,3,1,0,1,1.2,29.11,Medio,Sierra,0
26,Estándar,23520.73,1,9,1,0,0,4.0,33.98,Alto,Sierra,0
58,Estándar,26427.96,4,7,1,1,0,1.0,37.63,Medio,Sierra,1
42,Estándar,29401.88,2,7,0,1,1,3.5,65.04,Alto,Costa,0
67,Preferente,31194.92,3,6,1,0,0,3.2,25.01,Medio,Costa,0
50,Premium,4569.42,5,9,1,1,1,1.4,40.46,Medio,Selva,0
74,Preferente,30771.99,5,8,1,1,0,3.0,54.04,Medio,Selva,0
45,Preferente,23121.36,1,5,1,1,0,1.7,36.43,Alto,Costa,0
67,Preferente,11989.17,3,4,1,1,1,3.8,38.49,Alto,Sierra,0
57,Estándar,35702.63,3,6,1,1,0,4.2,48.16,Alto,Sierra,0
71,Estándar,45999.33,4,5,0,1,0,1.9,34.43,Bajo,Sierra,0
70,Estándar,16206.21,3,2,1,1,0,3.4,29.44,Medio,Sierra,0
67,Preferente,5345.38,3,6,1,1,2,1.2,36.44,Medio,Selva,0
38,Premium,17518.49,1,11,1,0,0,4.5,24.75,Medio,Selva,0
67,Estándar,34987.03,3,5,1,0,1,2.2,41.25,Alto,Sierra,0
23,Estándar,2694.55,4,7,1,1,1,3.1,30.73,Bajo,Costa,1
32,Estándar,42670.97,3,3,0,0,0,4.4,24.81,Medio,Costa,0
45,Estándar,14949.3,2,8,1,0,0,3.0,19.19,Medio,Costa,0
34,Estándar,30181.46,4,8,1,1,2,3.4,32.96,Alto,Costa,0
32,Estándar,16670.08,4,6,0,1,0,3.4,46.61,Medio,Costa,0
47,Estándar,12227.05,4,11,0,0,0,3.0,38.02,Alto,Sierra,0
58,Estándar,24379.16,5,5,1,1,0,2.6,31.69,Muy Alto,Sierra,0
35,Estándar,0.0,3,11,1,1,0,2.4,37.56,Alto,Selva,0
41,Preferente,0.0,1,8,0,1,4,4.8,32.98,Muy Alto,Costa,0
64,Estándar,0.0,5,8,1,0,0,1.2,25.42,Bajo,Selva,1
38,Estándar,48345.4,5,13,1,1,1,1.4,39.98,Bajo,Costa,0
34,Preferente,48975.81,1,5,1,1,2,1.5,20.49,Bajo,Costa,1
41,Estándar,14051.82,4,3,1,0,1,4.5,39.59,Alto,Costa,0
57,Estándar,12252.56,4,7,1,1,0,1.9,29.76,Bajo,Sierra,1
31,Estándar,36799.49,5,10,1,1,1,1.1,33.38,Bajo,Costa,0
45,Preferente,23216.22,3,2,1,0,1,4.3,19.69,Bajo,Sierra,0
49,Preferente,5249.79,5,7,0,0,1,4.9,18.87,Medio,Selva,0
62,Estándar,29935.83,3,9,1,1,0,4.2,33.98,Bajo,Selva,0
55,Estándar,32639.38,5,6,1,1,1,2.3,21.51,Bajo,Costa,1
21,Estándar,35665.33,3,5,0,0,0,4.5,35.35,Alto,Costa,0
27,Estándar,27368.7,2,6,1,1,1,3.7,43.61,Medio,Sierra,0
54,Premium,1308.31,5,6,1,1,1,4.1,26.65,Medio,Costa,0
57,Preferente,41579.42,1,5,1,0,0,1.4,33.04,Medio,Selva,1
71,Preferente,5882.22,2,3,1,1,0,4.4,36.34,Bajo,Sierra,0
54,Preferente,9536.04,2,3,1,1,1,1.9,44.26,Medio,Costa,0
49,Preferente,6134.13,1,3,0,1,0,3.5,21.87,Muy Alto,Costa,0
26,Preferente,1625.85,5,7,0,1,1,2.6,32.05,Bajo,Selva,0
35,Estándar,38872.87,1,8,0,0,0,4.8,36.67,Medio,Selva,0
62,Estándar,31288.56,5,6,1,0,2,1.9,37.51,Medio,Costa,0
49,Estándar,0.0,2,5,1,0,0,4.1,42.35,Medio,Costa,0
28,Premium,7806.29,3,9,1,1,0,4.3,54.8,Muy Alto,Selva,0
61,Preferente,28071.26,1,6,1,0,2,1.1,48.97,Bajo,Sierra,0
26,Preferente,10926.02,4,6,1,1,0,3.4,30.61,Bajo,Selva,0
67,Preferente,0.0,3,6,1,0,1,4.2,38.38,Medio,Costa,0
46,Premium,23096.62,5,7,1,0,0,5.0,38.12,Medio,Costa,0
45,Preferente,22104.73,4,2,0,0,0,3.0,23.58,Muy Alto,Selva,1
72,Estándar,24313.28,2,8,0,0,0,2.2,31.91,Muy Alto,Sierra,0
37,Preferente,9341.98,1,6,1,0,0,4.9,38.41,Medio,Selva,0
74,Estándar,0.0,4,6,1,1,1,4.6,33.97,Alto,Costa,0
72,Preferente,43707.17,2,7,1,1,1,4.1,32.27,Medio,Sierra,0
34,Estándar,22757.2,2,4,1,1,2,4.5,30.93,Medio,Costa,0
60,Preferente,20297.24,5,7,1,0,0,3.4,45.93,Alto,Costa,0
31,Estándar,28299.06,5,9,0,0,0,3.4,27.18,Medio,Selva,0
72,Estándar,17240.18,3,4,1,1,0,4.7,38.41,Medio,Costa,0
46,Preferente,17266.58,4,4,1,0,1,4.8,47.16,Bajo,Selva,0
51,Estándar,21759.65,2,7,1,1,1,1.4,38.55,Bajo,Costa,1
42,Preferente,17786.44,5,5,1,0,1,1.1,46.87,Bajo,Costa,0
64,Preferente,27799.53,2,9,0,1,0,2.4,29.09,Medio,Selva,0
32,Preferente,9088.03,1,2,1,1,0,1.4,37.87,Medio,Costa,1
24,Premium,39237.14,4,8,1,1,0,3.6,34.45,Medio,Costa,0
34,Estándar,13694.47,1,9,1,1,2,3.6,44.05,Bajo,Selva,0
65,Preferente,12397.01,5,2,0,1,1,3.6,41.17,Bajo,Sierra,0
18,Preferente,48206.39,3,5,1,1,0,2.0,43.6,Bajo,Costa,0
27,Estándar,24215.2,2,4,0,1,1,1.6,18.75,Alto,Selva,0
34,Preferente,43646.43,5,3,0,0,1,2.9,22.24,Medio,Sierra,0
40,Estándar,0.0,2,8,1,1,0,1.7,30.49,Alto,Sierra,0
70,Preferente,31485.96,4,5,1,0,0,3.9,22.54,Medio,Sierra,0
27,Preferente,0.0,1,4,1,1,0,4.1,34.42,Muy Alto,Costa,0
26,Premium,5187.81,3,3,1,1,1,4.2,47.79,Medio,Sierra,0
20,Premium,1468.1,2,11,1,1,1,2.3,39.24,Alto,Selva,0
70,Estándar,20506.34,4,8,1,0,0,3.6,37.22,Medio,Costa,0
57,Preferente,12405.97,4,7,0,1,2,2.3,44.5,Muy Alto,Costa,0
25,Preferente,13698.5,3,5,0,1,1,2.2,56.21,Medio,Sierra,0
21,Preferente,26998.76,2,5,1,1,0,2.8,42.71,Alto,Sierra,0
65,Estándar,29251.55,4,5,1,1,0,2.8,20.4,Bajo,Selva,0
21,Premium,24742.11,4,5,0,1,1,2.9,28.5,Alto,Costa,0
60,Estándar,13495.65,3,5,1,0,0,4.7,24.81,Bajo,Selva,0
62,Estándar,37236.25,4,5,1,0,0,4.9,51.25,Alto,Sierra,0
68,Estándar,43695.88,1,3,0,0,0,4.5,20.99,Medio,Costa,0
44,Estándar,0.0,1,6,0,0,0,3.0,35.63,Muy Alto,Sierra,0
60,Preferente,0.0,1,9,0,0,1,4.1,20.92,Medio,Costa,0
56,Preferente,17388.35,5,5,0,0,0,2.2,33.04,Bajo,Costa,0
64,Preferente,0.0,1,1,1,1,0,3.7,44.88,Muy Alto,Costa,0
40,Estándar,10567.34,3,4,1,1,1,1.7,39.8,Medio,Costa,0
67,Estándar,18625.36,1,4,0,1,0,3.6,26.76,Medio,Costa,0
47,Estándar,35500.38,2,4,1,1,0,2.5,31.56,Medio,Sierra,0
68,Estándar,10269.16,1,6,1,0,3,2.0,21.44,Bajo,Selva,0
24,Premium,21319.34,4,12,0,0,1,4.6,34.01,Medio,Costa,0
27,Preferente,7875.96,2,10,1,0,1,4.5,31.76,Medio,Sierra,0
57,Estándar,33072.32,3,4,1,1,1,4.4,40.49,Medio,Costa,0
54,Preferente,41585.07,5,4,1,0,1,2.7,37.24,Alto,Costa,0
73,Preferente,48780.69,4,4,0,0,0,3.8,38.99,Medio,Sierra,1
33,Estándar,37608.2,5,6,1,0,0,4.2,28.3,Bajo,Selva,0
74,Premium,14117.64,2,3,1,1,1,4.5,18.1,Alto,Sierra,0
74,Estándar,12281.79,1,3,1,1,0,3.3,29.14,Muy Alto,Costa,0
27,Estándar,26292.04,5,4,1,1,0,3.0,46.97,Medio,Costa,0
69,Estándar,18076.21,2,7,1,1,0,1.6,43.68,Medio,Selva,0
38,Premium,37632.16,4,7,0,1,2,3.8,31.0,Alto,Sierra,0
34,Preferente,19100.46,2,10,0,0,0,2.0,36.28,Bajo,Sierra,0
34,Premium,14919.75,2,10,1,1,0,3.4,32.22,Bajo,Sierra,0
59,Estándar,0.0,5,4,1,0,1,4.9,45.11,Muy Alto,Sierra,0
58,Estándar,18768.85,5,5,1,0,2,2.0,47.74,Medio,Selva,1
50,Estándar,27616.57,3,5,0,0,1,3.7,56.38,Muy Alto,Costa,0
40,Estándar,26252.91,5,5,1,0,0,4.1,40.36,Alto,Sierra,0
57,Estándar,13855.84,2,5,1,0,0,4.9,45.14,Medio,Sierra,0
22,Preferente,20643.38,5,7,1,1,1,1.3,25.26,Bajo,Selva,0
55,Preferente,35439.17,2,10,0,1,1,3.6,30.86,Medio,Costa,0
60,Estándar,17803.82,4,4,1,1,0,3.9,22.44,Bajo,Selva,0
27,Estándar,0.0,5,8,1,1,2,2.8,37.6,Medio,Sierra,0
22,Estándar,37944.11,4,8,1,1,1,3.0,38.91,Medio,Costa,0
54,Preferente,13549.61,3,8,0,1,0,3.1,30.53,Bajo,Sierra,0
63,Estándar,27262.28,4,7,1,0,0,1.7,40.02,Bajo,Sierra,0
62,Premium,46509.35,5,5,1,0,2,4.5,31.92,Medio,Costa,0
50,Estándar,0.0,1,4,1,1,0,3.4,29.44,Medio,Sierra,0
59,Estándar,22547.97,5,9,1,1,0,1.0,39.6,Medio,Sierra,0
52,Estándar,15147.47,4,4,0,0,0,1.1,33.36,Muy Alto,Costa,0
59,Preferente,29623.15,1,4,0,1,0,2.5,39.46,Medio,Costa,0
74,Estándar,27902.22,3,4,0,0,0,2.2,25.81,Muy Alto,Costa,0
47,Estándar,22267.81,3,6,1,0,0,1.1,45.44,Medio,Costa,0
61,Estándar,0.0,3,5,1,1,0,2.4,26.78,Medio,Sierra,0
64,Preferente,13786.67,2,7,1,1,1,4.0,43.52,Bajo,Costa,0
71,Estándar,29582.72,3,7,1,1,0,2.3,33.16,Medio,Sierra,0
41,Estándar,17261.92,1,7,1,1,0,3.8,43.64,Bajo,Sierra,0
38,Preferente,16273.61,1,4,1,1,0,3.5,33.7,Medio,Costa,0
72,Preferente,2548.64,4,6,1,0,0,2.6,28.24,Bajo,Costa,0
51,Estándar,16717.66,5,4,1,1,0,1.7,35.13,Medio,Costa,0
36,Premium,0.0,4,2,1,0,0,4.2,43.82,Medio,Costa,0
24,Preferente,25798.45,5,5,1,1,0,2.9,31.36,Medio,Costa,0
64,Estándar,9480.25,3,4,1,1,0,1.5,43.86,Alto,Costa,0
32,Estándar,19602.19,1,4,0,1,0,4.2,27.43,Medio,Sierra,0
48,Preferente,42986.25,3,7,0,0,0,3.2,34.01,Bajo,Sierra,0
71,Preferente,5869.68,3,4,1,1,0,2.4,36.12,Medio,Selva,0
31,Estándar,18194.03,2,4,1,1,0,2.7,38.47,Bajo,Costa,0
53,Preferente,24109.59,5,11,1,1,0,2.6,39.43,Alto,Selva,0
39,Estándar,8524.13,2,4,0,1,0,4.4,34.66,Bajo,Costa,0
27,Preferente,6826.95,5,5,1,0,0,4.8,25.34,Medio,Costa,0
28,Estándar,14714.1,4,7,1,1,0,1.5,39.0,Bajo,Costa,0
28,Premium,5899.81,4,7,1,1,0,2.7,36.64,Medio,Costa,0
27,Estándar,7582.72,3,10,0,1,0,1.7,31.07,Muy Alto,Selva,0
26,Estándar,3976.89,3,3,1,1,0,2.0,32.11,Medio,Selva,1
36,Preferente,31910.03,5,3,1,0,0,3.9,37.36,Alto,Costa,0
64,Preferente,6805.65,2,6,1,1,1,2.9,30.66,Bajo,Costa,0
71,Estándar,14570.37,2,3,1,1,1,4.1,27.57,Bajo,Selva,0
44,Premium,4649.48,2,9,0,0,1,3.4,31.67,Bajo,Sierra,0
47,Preferente,3914.83,2,4,0,0,0,3.7,54.55,Muy Alto,Costa,0
19,Preferente,26766.31,3,6,0,0,0,1.3,34.44,Muy Alto,Sierra,0
33,Estándar,30717.56,3,4,0,0,1,1.7,16.9,Medio,Costa,0
42,Preferente,20607.18,2,7,0,1,0,4.2,42.2,Medio,Selva,0
24,Estándar,24549.77,1,6,0,0,0,2.0,48.17,Bajo,Costa,1
57,Premium,6915.71,4,6,1,1,0,3.5,40.73,Medio,Sierra,0
24,Estándar,45756.03,2,4,1,1,1,3.1,39.28,Bajo,Selva,0
24,Estándar,37719.35,1,4,1,1,1,1.7,38.68,Alto,Costa,0
41,Estándar,18086.77,2,10,1,1,0,4.1,44.21,Medio,Selva,1
37,Estándar,14378.64,3,4,1,0,0,1.6,31.18,Medio,Selva,0
45,Preferente,44334.84,1,7,1,1,0,1.4,28.13,Alto,Sierra,0
44,Estándar,18235.43,2,8,1,0,0,2.8,31.56,Bajo,Selva,0
35,Premium,0.0,3,0,1,0,2,4.2,35.48,Alto,Selva,0
52,Estándar,9503.82,5,9,1,0,2,2.0,20.64,Medio,Sierra,0
50,Estándar,33902.43,1,2,0,1,1,3.6,38.58,Medio,Sierra,0
62,Estándar,28718.53,1,6,1,1,0,1.3,30.51,Muy Alto,Selva,0
71,Preferente,29601.1,4,4,1,1,0,1.3,48.48,Alto,Sierra,0
58,Preferente,31604.68,1,10,0,0,0,2.9,23.41,Bajo,Costa,0
47,Estándar,22942.7,4,7,1,1,0,4.7,48.84,Alto,Sierra,0
74,Estándar,39808.9,5,6,0,0,0,3.3,39.15,Alto,Sierra,0
32,Estándar,6980.25,1,4,0,1,0,3.7,35.38,Muy Alto,Costa,0
54,Preferente,6929.78,3,7,1,0,2,2.4,31.2,Bajo,Sierra,0
60,Estándar,0.0,3,7,1,0,0,4.9,41.95,Medio,Sierra,1
49,Premium,31303.37,1,5,1,1,2,1.7,41.43,Bajo,Costa,0
72,Estándar,26781.91,2,6,1,1,0,2.6,42.25,Bajo,Costa,0
31,Premium,6498.46,4,5,1,0,0,1.9,39.14,Bajo,Selva,0
72,Estándar,19797.76,1,5,1,1,0,3.8,40.35,Medio,Costa,0
46,Estándar,23335.33,1,2,0,1,1,2.9,30.27,Bajo,Selva,0
46,Estándar,17524.24,3,7,1,1,1,3.1,35.46,Medio,Costa,1
45,Estándar,30030.69,4,9,1,1,0,2.2,25.57,Muy Alto,Costa,1
38,Estándar,38948.96,4,6,1,0,0,3.7,36.92,Medio,Costa,0
60,Estándar,25091.2,3,4,1,0,0,1.6,30.94,Alto,Sierra,0
63,Premium,23777.48,5,5,1,0,0,4.7,50.05,Alto,Costa,0
71,Estándar,17871.41,4,6,0,1,0,4.1,54.15,Bajo,Selva,0
53,Estándar,26550.53,1,10,1,0,0,1.4,33.17,Medio,Selva,0
38,Estándar,22637.83,2,6,1,0,0,4.8,35.9,Bajo,Costa,0
65,Preferente,0.0,2,5,1,0,0,2.4,29.01,Medio,Sierra,0
19,Preferente,18435.98,5,4,0,1,0,3.5,35.15,Medio,Selva,0
67,Estándar,30678.88,1,7,1,1,1,4.1,33.8,Bajo,Sierra,0
45,Preferente,0.0,5,11,1,1,0,4.5,28.53,Bajo,Sierra,0
73,Estándar,12969.63,5,7,1,0,0,1.4,42.91,Bajo,Sierra,1
35,Estándar,7099.28,1,12,0,0,1,2.5,42.25,Alto,Sierra,0
65,Estándar,37960.23,4,8,1,1,0,2.0,30.81,Bajo,Costa,0
46,Preferente,3345.09,1,5,1,1,1,2.1,30.26,Muy Alto,Sierra,0
29,Estándar,28878.63,2,5,1,1,1,3.7,25.25,Bajo,Costa,0
38,Premium,0.0,1,7,0,1,1,2.6,22.0,Medio,Selva,0
45,Estándar,19548.59,4,4,1,0,1,2.4,41.91,Medio,Costa,0
46,Estándar,36133.48,1,9,1,1,0,3.9,37.88,Alto,Costa,0
45,Premium,18916.03,5,5,1,1,1,3.1,41.09,Bajo,Sierra,0
30,Estándar,32638.63,1,6,1,0,3,3.6,25.02,Alto,Costa,0
42,Estándar,22128.26,3,5,0,0,0,1.9,34.36,Medio,Selva,0
72,Preferente,56997.54,4,5,1,1,0,3.0,39.84,Bajo,Costa,0
28,Estándar,31376.23,2,4,1,1,1,1.3,23.08,Alto,Sierra,0
64,Preferente,23680.23,5,5,1,1,0,3.0,35.07,Medio,Costa,0
29,Estándar,7641.66,1,2,1,0,0,2.6,39.38,Alto,Costa,1
62,Premium,28021.41,2,4,1,0,0,2.2,43.88,Muy Alto,Sierra,0
25,Preferente,21007.59,2,4,0,1,1,2.0,42.67,Medio,Costa,1
52,Premium,14562.62,3,10,1,0,0,4.0,24.57,Medio,Costa,0
52,Preferente,34970.36,4,6,0,1,0,3.7,42.04,Bajo,Costa,0
58,Estándar,17606.71,5,7,1,0,0,3.1,33.67,Alto,Costa,0
25,Preferente,26266.64,2,1,1,1,0,4.9,46.99,Medio,Sierra,0
67,Preferente,39120.7,4,1,1,0,0,2.2,30.15,Bajo,Sierra,0
68,Estándar,21937.44,4,7,1,0,0,4.1,19.71,Bajo,Costa,1
37,Estándar,35702.72,2,7,1,0,0,3.4,36.6,Medio,Sierra,1
24,Estándar,53445.0,5,4,1,0,2,3.6,40.11,Bajo,Sierra,0
71,Preferente,32582.85,5,3,0,1,0,4.6,32.93,Medio,Sierra,0
35,Estándar,0.0,3,4,1,1,0,4.4,46.76,Medio,Costa,0
64,Estándar,24412.22,1,11,1,1,0,2.2,34.16,Medio,Costa,1
59,Preferente,7519.02,3,6,1,0,1,3.1,40.06,Alto,Costa,0
39,Estándar,0.0,5,3,0,0,0,3.4,36.94,Bajo,Selva,1
51,Estándar,13919.66,3,7,1,1,0,4.7,30.93,Bajo,Costa,0
60,Estándar,24798.38,4,7,1,0,0,1.3,36.63,Muy Alto,Selva,0
64,Premium,46754.26,5,3,1,1,0,4.0,43.1,Medio,Costa,1
62,Preferente,13689.82,4,4,1,1,1,4.9,38.8,Alto,Sierra,0
52,Preferente,25956.61,1,10,1,1,2,2.6,26.5,Alto,Costa,0
62,Preferente,43221.81,1,5,0,0,0,3.9,41.06,Medio,Selva,0
66,Estándar,12914.86,1,6,0,0,0,3.7,35.82,Alto,Sierra,0
71,Estándar,11761.07,4,6,1,1,0,4.6,38.49,Medio,Sierra,0
38,Preferente,19312.32,4,0,1,0,1,2.4,42.01,Muy Alto,Costa,1
59,Estándar,9372.72,5,8,1,0,0,4.8,46.53,Alto,Selva,1
34,Preferente,0.0,5,8,1,0,0,4.3,51.77,Medio,Selva,0
34,Preferente,36359.33,2,6,1,0,1,3.7,51.64,Bajo,Costa,0
34,Preferente,50668.77,2,4,1,0,1,4.6,18.59,Medio,Costa,0
68,Estándar,19527.16,3,2,1,1,1,4.4,40.89,Medio,Costa,0
74,Preferente,31090.63,1,5,1,1,1,4.7,36.81,Muy Alto,Sierra,0
28,Estándar,0.0,1,14,1,1,0,2.3,35.76,Medio,Selva,0
53,Preferente,46665.69,1,4,0,1,0,2.1,42.11,Medio,Sierra,0
31,Estándar,31099.03,3,4,0,1,0,2.4,26.45,Bajo,Selva,1
52,Premium,5209.12,1,6,1,1,0,4.2,26.56,Alto,Sierra,0
38,Estándar,6242.56,5,5,1,0,0,3.7,30.72,Medio,Costa,0
60,Estándar,23687.85,3,3,1,0,1,3.0,37.17,Medio,Costa,0
39,Estándar,27285.97,5,6,1,0,0,1.1,36.06,Alto,Sierra,0
60,Estándar,13701.03,3,4,1,0,0,1.1,42.26,Bajo,Sierra,0
52,Estándar,47995.3,1,5,0,1,0,3.0,30.76,Alto,Costa,1
20,Estándar,35035.83,4,10,0,1,1,3.9,26.56,Muy Alto,Sierra,0
33,Estándar,36393.43,4,7,1,1,1,2.9,47.31,Alto,Sierra,0
49,Estándar,27177.22,5,1,1,1,0,5.0,35.41,Medio,Selva,0
39,Estándar,41745.73,5,7,1,1,0,3.3,44.61,Alto,Sierra,0
70,Premium,15683.17,3,7,0,1,0,4.0,46.05,Bajo,Costa,0
